rank,id,id_album,title,length,publicationDate,language,language_detect,genre,recordLabel,recorded,runtime,award,Album_Name,Artist_name,rankHere,year_publication,Album_Name2
623707,5714decb25ac0d8aee3e6c0b,5714debb25ac0d8aee357c7e,My Band,298,2004-04-26,unknown,english,"list(""Comedy hip hop"")","list(""Interscope Records"", ""Shady Records"")","list(""2003"")","list(""284.0"", ""298.0"")",list(),D12 World,D12,500,2004,D12 World
626169,5714dec725ac0d8aee3b10e5,5714debb25ac0d8aee35274a,Bang Bang Bang,220,2015-06-01,unknown,english,"list(""Trap music"", ""Dance-pop"")","list(""YG Entertainment"")",list(),"list(""220.0"")",list(),Other Songs,Big Bang,501,2015,unknown
630657,5714dec725ac0d8aee3b918f,5714debb25ac0d8aee353394,The Bad Touch,259,2007-09-17,eng,english,"list(""Rap rock"", ""Euro disco"", ""Dance-pop"")","list(""Jimmy Franks Recording Company"", ""Geffen Records"")","list(""1999"")","list(""260.0"")",list(),Hooray For Boobies,Bloodhound Gang,502,2007,unknown
634603,5714decd25ac0d8aee402b8f,5714debb25ac0d8aee35a9a0,Find Your Love,208,2010-05-05,unknown,english,"list(""Synthpop"", ""Contemporary R&B"", ""Pop music"")","list(""Young Money Entertainment"", ""Cash Money Records"", ""Aspire Music Group"", ""Universal Motown Records"")","list(""2009"")","list(""209.0"")",list(),Thank Me Later,Drake,504,2010,Thank Me Later
645934,5714dec625ac0d8aee3a7215,5714debb25ac0d8aee351738,Lighters,303,2011-06-14,unknown,english,"list(""Alternative hip hop"", ""Synthpop"", ""Soul music"")","list(""Interscope Records"", ""Shady Records"")","list(""Effigy Studios , Isolation Studios, Levcon Studios"")","list(""263.0"", ""303.0"")","list(""Platinum"", ""Gold"", ""Silver"")",Hell: The Sequel,Bad Meets Evil,505,2011,Hell: The Sequel
647519,5714decf25ac0d8aee416250,5714debb25ac0d8aee35c7de,Let Me Blow Ya Mind,230,2008-05-12,unknown,english,"list(""Pop music"", ""Hip hop music"", ""Contemporary R&B"")","list(""Interscope Records"", ""Ruff Ryders Entertainment"")","list(""2000"")","list(""231.0"")",list(),Scorpion,Eve,506,2008,Scorpion
650765,5714dece25ac0d8aee40ffd4,5714debb25ac0d8aee35be01,Kings Never Die,296,2015-07-10,unknown,english,"list(""Rap rock"")","list(""Shady Records"", ""Interscope Records"", ""Aftermath Entertainment"")",list(),"list(""296.0"")",list(),Songs on Soundtracks,Eminem,507,2015,unknown
654573,5714deca25ac0d8aee3d56f7,5714debb25ac0d8aee3560a4,Kiss Kiss,251,2007-09-10,unknown,english,"list(""Contemporary R&B"", ""Dance music"", ""Hip hop music"")","list(""Jive Records"", ""Zomba Group of Companies"")","list(""Los Angeles"", ""California"")","list(""250.0"")",list(),Exclusive,Chris Brown,508,2007,Exclusive
654881,5714dece25ac0d8aee40ff64,5714debb25ac0d8aee35bdf9,We Made You,269,2009-05-19,unknown,english,"list(""Comedy hip hop"", ""Hip hop music"")","list(""Interscope Records"", ""Shady Records"", ""Aftermath Entertainment"")","list(""October 2008"")","list(""287.0"", ""269.0"")","list(""Platinum"")",Relapse,Eminem,509,2009,unknown
658054,5714dec825ac0d8aee3c668f,5714debb25ac0d8aee3548a5,The Pussycat Dolls:Don't Cha,273,2006-01-01,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Interscope Records"", ""A&M Records"")","list(""2005"")","list(""272.0"")","list(""Gold"", ""Platinum"")",Songs Featuring Busta Rhymes,Busta Rhymes,510,2006,unknown
659957,5714dec725ac0d8aee3b08f7,5714debb25ac0d8aee352661,Start Over,199,2011-06-27,unknown,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""2011"")","list(""199.0"")",list(),4,Beyoncé,511,2011,4
668549,5714dec625ac0d8aee3a5a7c,5714debb25ac0d8aee351514,Nothin' On You,268,2010-03-22,unknown,english,"list(""Pop-rap"", ""Contemporary R&B"")","list(""Grand Hustle Records"", ""Atlantic Records"")","list(""2009"")","list(""269.0"", ""217.0"")","list(""Gold"", ""N/A"", ""Platinum"")",The Adventures Of Bobby Ray,B.o.B,513,2010,The Adventures Of Bobby Ray
674637,5714deca25ac0d8aee3d56f9,5714debb25ac0d8aee3560a4,With You,252,2007-11-01,eng,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Jive Records"", ""RCA/Jive Label Group"")","list(""Battery Studios"", ""2007"")","list(""252.0"")",list(),Exclusive,Chris Brown,514,2007,Exclusive
676312,5714deca25ac0d8aee3d57cc,5714debb25ac0d8aee3560ad,Love More,189,2013-07-22,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""RCA Records"")","list(""2013"")","list(""189.0"")","list(""Gold"")",X,Chris Brown,515,2013,X
681997,5714dec625ac0d8aee3abd96,5714debb25ac0d8aee351eb8,Sabotage,179,1999-11-23,eng,english,"list(""Rap rock"")","list(""Grand Royal"")","list(""1993"")","list(""178.0"")",list(),Ill Communication,Beastie Boys,516,1999,Ill Communication
683653,5714decf25ac0d8aee4194c2,5714debb25ac0d8aee35cd1f,Epic,293,2007-10-01,eng,english,"list(""Funk metal"", ""Hard rock"", ""Rap metal"", ""Alternative metal"")","list(""Slash Records"", ""PolyGram"", ""Liberation Records"", ""Reprise Records"", ""London Records"")","list(""December 1988 – January 1989, Studio D, Sausalito, California"")","list(""225.0"", ""239.0"", ""294.0"", ""258.0"")",list(),The Real Thing,Faith No More,517,2007,unknown
691030,5714dece25ac0d8aee40fedf,5714debb25ac0d8aee35bdf3,White America,324,2007-09-13,unknown,english,"list(""Political hip hop"")","list(""Shady Records"", ""Interscope Records"", ""Aftermath Entertainment"")",list(),"list(""324.0"")",list(),The Eminem Show,Eminem,518,2007,The Eminem Show
691160,5714dec325ac0d8aee387506,5714debb25ac0d8aee34e21c,Because I Got High,197,2001-08-28,eng,english,"list(""Comedy hip hop"")","list(""T-Bones Records"", ""Columbia Records"")","list(""2000"")","list(""199.0"", ""310.0"")","list(""Platinum"", ""Gold"")",The Good Times,Afroman,519,2001,The Good Times
691731,5714deca25ac0d8aee3d4629,5714debb25ac0d8aee355ec3,Opposite Of Adults,195,2010-02-19,eng,english,"list(""Pop-rap"", ""Synthpop"", ""Alternative hip hop"")","list(""Regal Recordings"")",list(),"list(""191.0"")",list(),The Swelly Express,Chiddy Bang,520,2010,The Swelly Express
694121,5714decd25ac0d8aee3fd0aa,5714debb25ac0d8aee35a06d,Will Smith:Men In Black,227,2002-11-25,eng,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Columbia Records"", ""Sony Music Entertainment"")","list(""1997"")","list(""228.0"")",list(),Greatest Hits,DJ Jazzy Jeff & The Fresh Prince,521,2002,Greatest Hits
698908,5714dece25ac0d8aee40ff31,5714debb25ac0d8aee35bdf7,Just Lose It,248,2005-11-21,eng,english,"list(""Comedy hip hop"")","list(""Aftermath Entertainment"", ""Shady Records"", ""Interscope Records"")","list(""Los Angeles"", ""2004"", ""California"")","list(""222.0"", ""249.0"")",list(),Encore,Eminem,523,2005,Encore
699555,5714decf25ac0d8aee419614,5714debb25ac0d8aee35cd3f,Love Like This,275,2005-04-20,unknown,english,"list(""Contemporary R&B"")","list(""Bad Boy Records"")","list(""1997"")","list(""241.0"")",list(),Keep The Faith,Faith Evans,524,2005,Keep The Faith
699687,5714dec425ac0d8aee390340,5714debb25ac0d8aee34f0d3,The Man,255,0000-00-00,eng,english,"list(""Soul music"", ""Contemporary R&B"")","list(""Interscope Records"")","list(""2013"")","list(""256.0"", ""209.0"")","list(""Gold"", ""Platinum"")",Lift Your Spirit,Aloe Blacc,525,0000,unknown
704105,5714dec725ac0d8aee3b08fb,5714debb25ac0d8aee352661,I Was Here,240,2011-06-27,eng,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""Patriot Studios"", ""Boston Harbor Hotel"", ""Lear 60/G2 Studios"")","list(""239.0"")",list(),4,Beyoncé,526,2011,4
705122,5714dece25ac0d8aee40feb1,5714debb25ac0d8aee35bdf0,The Way I Am,291,2005-11-21,eng,english,"list(""Hardcore hip hop"")","list(""Aftermath Entertainment"", ""Shady Records"", ""Interscope Records"")","list(""2000"")","list(""289.0"")",list(),The Marshall Mathers LP,Eminem,527,2005,The Marshall Mathers LP
712077,5714dec625ac0d8aee3a6cd6,5714debb25ac0d8aee3516c5,Show Me The Meaning Of Being Lonely,234,2004-10-25,eng,english,"list(""Contemporary R&B"", ""Latin pop"", ""Pop music"")","list(""Jive Records"")","list(""October–November 1998"", ""Polar Studios"", ""Cheiron Studios"")","list(""235.0"")",list(),Millennium,Backstreet Boys,530,2004,unknown
712834,5714decc25ac0d8aee3f366c,5714debb25ac0d8aee359106,My Own Summer (Shove It),215,1997-10-27,eng,english,"list(""Nu metal"", ""Alternative metal"", ""Rap metal"")","list(""Maverick Records"")","list(""1997"")","list(""215.0"")",list(),Around The Fur,Deftones,531,1997,unknown
715424,5714decd25ac0d8aee402b96,5714debb25ac0d8aee35a9a1,Marvins Room,347,2011-07-29,unknown,english,"list(""PBR&B"", ""Contemporary R&B"")","list(""Aspire Music Group"", ""Young Money Entertainment"", ""Cash Money Records"", ""Universal Republic Records"")","list(""April 2011"")","list(""348.0"", ""495.0"")",list(),Take Care,Drake,533,2011,Take Care
717215,5714dec725ac0d8aee3b74a3,5714debb25ac0d8aee353094,No Diggity,306,2008-06-09,eng,english,"list(""Contemporary R&B"")","list(""Interscope Records"")","list(""1996"")","list(""303.0"")","list(""Platinum"", ""Gold"")",Another Level,Blackstreet,534,2008,Another Level
720238,5714dec325ac0d8aee381d70,5714debb25ac0d8aee34d897,Try Again,284,2007-12-27,eng,english,"list(""Hip hop music"", ""Electro (music)"", ""Dance-pop"", ""Contemporary R&B"", ""Electronic dance music"")","list(""Blackground Records"")","list(""1999"")","list(""289.0"")","list(""Gold"", ""Silver"", ""Platinum"")",I Care 4 U,Aaliyah,535,2007,I Care 4 U
720387,5714dec625ac0d8aee3a5ba6,5714debb25ac0d8aee35152f,"Bump, Bump, Bump",282,2002-12-10,unknown,english,"list(""Contemporary R&B"", ""Pop-rap"")",list(),"list(""2002"")",list(),list(),Pandemonium!,B2K,536,2002,Pandemonium!
726150,5714dec925ac0d8aee3d0f01,5714debb25ac0d8aee355983,Ridin',303,2007-01-05,eng,english,"list(""Gangsta rap"", ""Southern hip hop"")","list(""Chamillitary Entertainment"", ""G-Unit Records"", ""Universal Records (defunct record label)"")","list(""2004"")","list(""302.0"", ""248.0"")","list(""Platinum"")",The Sound Of Revenge,Chamillionaire,537,2007,The Sound Of Revenge
728180,5714decb25ac0d8aee3e3463,5714debb25ac0d8aee3576da,Bye Bye (Live),204,2015-06-26,unknown,german,"list(""Hip-Hop"", ""Popmusik"")","list(""Chimperator Productions"")",list(),"list(""204.0"")",list(),MTV Unplugged,Cro,538,2015,MTV Unplugged
729342,5714dec625ac0d8aee3a5a7e,5714debb25ac0d8aee351514,Airplanes,180,2010-04-26,eng,english,"list(""Pop rock"", ""Alternative hip hop"")","list(""A&M Octone Records"", ""Atlantic Records"", ""Grand Hustle Records"")","list(""2009"")","list(""181.0"")","list(""Gold"", ""Platinum"")",The Adventures Of Bobby Ray,B.o.B,539,2010,The Adventures Of Bobby Ray
732508,5714dec325ac0d8aee381802,5714debb25ac0d8aee34d7f1,L$D,238,2015-05-26,unknown,english,"list(""PBR&B"", ""Neo soul"", ""Neo-psychedelia"")","list(""Polo Grounds Music"", ""RCA Records"")","list(""2014"")","list(""238.0"")",list(),At. Long. Last. A$AP,A$AP Rocky,541,2015,unknown
733510,5714dec825ac0d8aee3c363e,5714debb25ac0d8aee354417,Treasure,178,2015-02-18,eng,english,"list(""Funk"", ""Disco"", ""Post-disco"", ""Contemporary R&B"")","list(""Atlantic Records"")",list(),"list(""178.0"")","list(""Gold"", ""Platinum"")",Unorthodox Jukebox,Bruno Mars,542,2015,unknown
736290,5714deca25ac0d8aee3d8505,5714debb25ac0d8aee3564f2,Body Party,237,2013-03-12,unknown,english,"list(""Contemporary R&B"")","list(""Epic Records"")","list(""Jungle City Studios"", ""Triangle Sound Studios"")","list(""234.0"")",list(),Ciara,Ciara,543,2013,Ciara
739198,5714decb25ac0d8aee3e1e37,5714debb25ac0d8aee3574a2,Rise & Fall,287,2002-10-21,unknown,english,"list(""Contemporary R&B"")","list(""Telstar Records"")",list(),"list(""287.0"")",list(),Slicker Than Your Average,Craig David,544,2002,Slicker Than Your Average
741177,5714dec425ac0d8aee390c7c,5714debb25ac0d8aee34f1c1,DJ Snake & AlunaGeorge:You Know You Like It,218,2012-05-28,unknown,english,"list(""Future garage"", ""Microhouse"", ""Synthpop"", ""Contemporary R&B"", ""Trap music"", ""UK garage"")","list(""Island Records"")","list(""2011"", ""2013"")","list(""191.0"", ""247.0"", ""207.0"")","list(""Gold"")",Other Songs,AlunaGeorge,545,2012,unknown
746401,5714dece25ac0d8aee40ff95,5714debb25ac0d8aee35bdfc,Berzerk,238,2013-08-27,eng,english,"list(""Rap rock"")",list(),list(),"list(""238.0"")","list(""Platinum"")",The Marshall Mathers LP 2,Eminem,546,2013,The Marshall Mathers LP 2
747911,5714dece25ac0d8aee40ff4a,5714debb25ac0d8aee35bdf8,Shake That,274,2005-11-21,unknown,english,"list(""Dirty rap"")","list(""Shady Records"", ""Interscope Records"", ""Aftermath Entertainment"")","list(""2005"")","list(""273.0"")",list(),Curtain Call: The Hits,Eminem,547,2005,Curtain Call: The Hits
749384,5714dec825ac0d8aee3bc105,5714debb25ac0d8aee353829,Hot Nigga,195,2014-07-25,unknown,english,"list(""Trap music"", ""Gangsta rap"", ""East Coast hip hop"")","list(""Epic Records"")","list(""2014"")","list(""198.0"")","list(""Platinum"")",Shmurda She Wrote,Bobby Shmurda,548,2014,Shmurda She Wrote
751053,5714deca25ac0d8aee3d84c2,5714debb25ac0d8aee3564ee,"1, 2 Step",202,2005-01-22,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"", ""Dance music"")","list(""Jazze Pha"", ""LaFace Records"")","list(""Doppler Studios, Atlanta, Georgia, and Hit Factory Criteria, Miami, FL"")","list(""202.0"")",list(),Goodies,Ciara,549,2005,Goodies
752674,5714dece25ac0d8aee40ff29,5714debb25ac0d8aee35bdf7,Like Toy Soldiers,295,2005-11-21,eng,english,"list(""Political hip hop"")","list(""Aftermath Entertainment"", ""Shady Records"", ""Interscope Records"")","list(""2004"")","list(""296.0"")","list(""Silver"", ""Gold"")",Encore,Eminem,550,2005,Encore
757999,5714decc25ac0d8aee3f62d5,5714debb25ac0d8aee3595a6,Bootylicious,207,2001-01-01,eng,english,"list(""Contemporary R&B"", ""Hip hop soul"")","list(""Columbia Records"")","list(""2000"", ""Sound on Sound Studios"", ""Sugarhill Studios ,"")","list(""207.0"")","list(""Platinum"", ""Silver"")",Survivor,Destiny's Child,551,2001,Survivor
760067,5714dec925ac0d8aee3cf38b,5714debb25ac0d8aee3556c8,Fuck You,223,2010-10-03,unknown,english,"list(""Contemporary R&B"", ""Soul music"", ""Pop music"")","list(""Elektra Records"")","list(""2010"")","list(""221.0"")","list(""Platinum"", ""Gold"")",The Lady Killer,Cee Lo Green,552,2010,unknown
761539,5714decd25ac0d8aee3fdab8,5714debb25ac0d8aee35a1b6,Where The Hood At?,286,2003-09-09,unknown,english,"list(""Gangsta rap"", ""Hip hop music"")","list(""Def Jam Recordings"", ""Ruff Ryders Entertainment"")",list(),"list(""286.0"")",list(),Grand Champ,DMX,553,2003,Grand Champ
763694,5714dec625ac0d8aee3ac742,5714debb25ac0d8aee351f9e,Shower,205,2014-04-23,eng,english,"list(""Pop-rap"", ""Snap"")","list(""RCA Records"", ""Kemosabe Records"")",list(),"list(""206.0"")","list(""Platinum"", ""Gold"")",Other Songs,Becky G,554,2014,unknown
763843,5714dec625ac0d8aee3a65b5,5714debb25ac0d8aee35160c,Suga Suga,239,2005-03-22,eng,english,"list(""Contemporary R&B"", ""Alternative rock"", ""Alternative hip hop"")","list(""Universal Records (defunct record label)"")","list(""4.56"")","list(""215.4"")",list(),Tha Smokin' Nephew,Baby Bash,555,2005,Tha Smokin' Nephew
766168,5714dec725ac0d8aee3b090f,5714debb25ac0d8aee352663,Jay-Z:'03 Bonnie & Clyde,205,2003-01-01,unknown,english,"list(""Contemporary R&B"", ""East Coast hip hop"")","list(""Def Jam Recordings"", ""Roc-A-Fella Records"")","list(""August 2002"")","list(""205.0"")","list(""Gold"", ""Platinum"", ""Silver"")",Songs Featuring Beyoncé,Beyoncé,556,2003,unknown
767715,5714decc25ac0d8aee3f62d3,5714debb25ac0d8aee3595a6,Independent Women Part I,221,2001-01-01,eng,english,"list(""Dance music"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""--05-18"", ""SugarHill Studios"")","list(""217.0"")","list(""Platinum"", ""Gold"", ""Silver"")",Survivor,Destiny's Child,557,2001,Survivor
768829,5714dec725ac0d8aee3b94a1,5714debb25ac0d8aee3533eb,Breathe,228,2010-12-13,eng,english,"list(""Reggae"", ""Dancehall"", ""Contemporary R&B"")","list(""Arista Records"")","list(""--10-15"")","list(""205.0"", ""228.0"")","list(""Gold"")",Bittersweet,Blu Cantrell,558,2010,unknown
770092,5714dece25ac0d8aee40fee9,5714debb25ac0d8aee35bdf3,Sing For The Moment,339,2007-09-13,eng,english,"list(""Hip hop music"", ""Rap rock"")","list(""Interscope Records"", ""Shady Records"", ""Aftermath Entertainment"")","list(""2001"")","list(""340.0"", ""290.0"")","list(""Silver"")",The Eminem Show,Eminem,559,2007,The Eminem Show
772551,5714decd25ac0d8aee3fd9e8,5714debb25ac0d8aee35a1aa,Ruff Ryders' Anthem,214,1998-06-15,unknown,english,"list(""Hip hop music"", ""East Coast hip hop"", ""Gangsta rap"")","list(""Ruff Ryders Entertainment"", ""Roc-A-Fella Records"", ""Def Jam Recordings"")","list(""1997"")","list(""232.0"", ""214.0"")",list(),It's Dark And Hell Is Hot,DMX,560,1998,It's Dark And Hell Is Hot
772907,5714decd25ac0d8aee4021d5,5714debb25ac0d8aee35a8bc,Forgot About Dre,222,2008-08-04,unknown,english,"list(""Hardcore hip hop"")","list(""Interscope Records"", ""Aftermath Entertainment"")","list(""1999"")","list(""222.0"")",list(),2001,Dr. Dre,561,2008,2001
774262,5714dec425ac0d8aee38db74,5714debb25ac0d8aee34ec61,Sean Paul:Got 2 Luv U,196,2011-07-19,unknown,english,"list(""Electropop"", ""Contemporary R&B"")","list(""Atlantic Records"")","list(""2011"")","list(""206.0"")","list(""Platinum"", ""Gold"", ""Silver"")",Alexis Jordan,Alexis Jordan,563,2011,Alexis Jordan
774825,5714dece25ac0d8aee40fee1,5714debb25ac0d8aee35bdf3,Cleanin' Out My Closet,297,2007-09-13,eng,english,"list(""Hardcore hip hop"", ""Rap rock"")","list(""Interscope Records"", ""Shady Records"", ""Aftermath Entertainment"")","list(""2001"")","list(""297.0"")",list(),The Eminem Show,Eminem,564,2007,The Eminem Show
777301,5714decb25ac0d8aee3e24d9,5714debb25ac0d8aee357561,Butterfly,217,2010-03-01,eng,english,"list(""Rap rock"")",list(),"list(""1999"")","list(""216.0"")","list(""Silver"", ""Platinum"", ""Gold"")",The Gift Of Game,Crazy Town,565,2010,unknown
782324,5714deca25ac0d8aee3d57d2,5714debb25ac0d8aee3560ae,Chris Brown & Tyga:Ayo,225,2015-01-06,unknown,english,"list(""Hip hop music"", ""Synthpop"", ""Contemporary R&B"")",list(),"list(""2014"")","list(""226.0"")","list(""Gold"")",Fan Of A Fan: The Album,Chris Brown,566,2015,unknown
789136,5714dece25ac0d8aee40f506,5714debb25ac0d8aee35bcf0,Next To Me,196,2013-08-31,eng,english,"list(""Contemporary R&B"", ""Soul music"", ""Gospel music"")","list(""Virgin Records"")",list(),"list(""196.0"")","list(""Gold"", ""Platinum"")",Our Version Of Events,Emeli Sandé,568,2013,Our Version Of Events
789468,5714dece25ac0d8aee40756f,5714debb25ac0d8aee35b141,Bloodstream,300,2014-06-17,eng,english,"list(""Contemporary R&B"", ""Acoustic music"", ""Indie rock"")","list(""Atlantic Records"", ""Asylum Records"")","list(""December 2014"")","list(""299.0"")","list(""Platinum"")",X,Ed Sheeran,569,2014,unknown
793675,5714dece25ac0d8aee40fe95,5714debb25ac0d8aee35bdef,My Name Is,268,2005-11-21,unknown,english,"list(""Horrorcore"", ""Comedy hip hop"")","list(""Interscope Records"", ""Aftermath Entertainment"")","list(""1998"")","list(""249.0"")",list(),The Slim Shady LP,Eminem,570,2005,The Slim Shady LP
796115,5714dece25ac0d8aee40ff92,5714debb25ac0d8aee35bdfc,Survival,272,2015-01-20,unknown,english,"list(""Rap rock"")","list(""Shady Records"", ""Aftermath Entertainment"", ""Interscope Records"")","list(""2013"")","list(""274.0"")",list(),The Marshall Mathers LP 2,Eminem,571,2015,The Marshall Mathers LP 2
803924,5714dec825ac0d8aee3c364a,5714debb25ac0d8aee354418,It Will Rain,257,2011-09-28,unknown,english,"list(""Contemporary R&B"", ""Pop music"", ""Soul music"")","list(""Chop Shop Records"", ""Elektra Records"")","list(""2011"")","list(""257.0"")","list(""Gold"", ""Silver"", ""Platinum"")",Songs on Compilations and Soundtracks,Bruno Mars,572,2011,unknown
808860,5714dece25ac0d8aee40feea,5714debb25ac0d8aee35bdf3,Superman,350,2007-09-13,unknown,english,"list(""Dirty rap"", ""Hip hop music"")","list(""Aftermath Entertainment"", ""Shady Records"", ""Interscope Records"")","list(""2002"")","list(""282.0"", ""350.0"")",list(),The Eminem Show,Eminem,573,2007,The Eminem Show
820560,5714decc25ac0d8aee3f62d4,5714debb25ac0d8aee3595a6,Survivor,254,2001-01-01,eng,english,"list(""Dance-pop"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""July 2000"", ""SugarHill Studios"")","list(""254.0"")","list(""Silver"", ""Gold"", ""Platinum"")",Survivor,Destiny's Child,576,2001,Survivor
821752,5714dec725ac0d8aee3b08f8,5714debb25ac0d8aee352661,Love On Top,268,2011-06-27,unknown,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""MSR Studios , Real World Studios"")","list(""267.0"")","list(""Gold"", ""Platinum"")",4,Beyoncé,577,2011,4
845353,5714dece25ac0d8aee40ff34,5714debb25ac0d8aee35bdf7,Mockingbird,251,2005-11-21,eng,english,"list(""Political hip hop"")","list(""Shady Records"", ""Interscope Records"", ""Aftermath Entertainment"")","list(""May/June 2004 in Los Angeles, California"")","list(""250.0"")",list(),Encore,Eminem,579,2005,Encore
855891,5714dece25ac0d8aee40feb2,5714debb25ac0d8aee35bdf0,The Real Slim Shady,284,2005-11-21,eng,english,"list(""Hip hop music"", ""Comedy hip hop"")","list(""Interscope Records"", ""Shady Records"", ""Aftermath Entertainment"")","list(""2000"")","list(""284.0"")",list(),The Marshall Mathers LP,Eminem,580,2005,The Marshall Mathers LP
858069,5714dec825ac0d8aee3c3622,5714debb25ac0d8aee354415,Grenade,223,2010-10-05,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Elektra Records"", ""Atlantic Records"")",list(),"list(""222.0"")","list(""Gold"", ""Platinum"")",Doo-Wops & Hooligans,Bruno Mars,581,2010,unknown
875446,5714decc25ac0d8aee3f62cd,5714debb25ac0d8aee3595a5,Say My Name,271,1999-07-26,eng,english,"list(""Contemporary R&B"", ""Dance music"", ""Pop music"")","list(""Columbia Records"")","list(""February 1999"")","list(""271.0"")","list(""Gold"", ""Platinum"", ""Silver"")",The Writing's On The Wall,Destiny's Child,583,1999,The Writing's On The Wall
880730,5714dece25ac0d8aee40756c,5714debb25ac0d8aee35b141,Don't,219,2014-06-13,eng,english,"list(""Contemporary R&B"", ""Blue-eyed soul"")","list(""Atlantic Records"", ""Asylum Records"")","list(""2013"")","list(""219.0"")","list(""Gold"", ""Platinum"")",X,Ed Sheeran,584,2014,unknown
881620,5714dec725ac0d8aee3b0935,5714debb25ac0d8aee352666,7/11,213,2014-11-24,eng,english,"list(""Trap music"", ""Contemporary R&B"", ""Hip hop music"")","list(""Parkwood Entertainment"", ""Columbia Records"")","list(""2014"")","list(""213.0"")","list(""Silver"", ""Gold"", ""Platinum"")",Other Songs,Beyoncé,585,2014,unknown
882889,5714dece25ac0d8aee40756b,5714debb25ac0d8aee35b141,Sing,235,2014-06-09,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Asylum Records"", ""Atlantic Records"")","list(""2013"")","list(""235.0"")","list(""Gold"", ""Platinum"")",X,Ed Sheeran,586,2014,unknown
894418,5714decd25ac0d8aee3fdaa4,5714debb25ac0d8aee35a1b5,X Gon' Give It To Ya,215,2003-09-09,unknown,english,"list(""Hardcore hip hop"")","list(""Ruff Ryders Entertainment"", ""Def Jam Recordings"")","list(""2002"")","list(""220.0"")",list(),The DMX Files,DMX,587,2003,The DMX Files
899192,5714dec725ac0d8aee3b0903,5714debb25ac0d8aee352662,Drunk In Love,323,2013-12-20,unknown,english,"list(""Contemporary R&B"", ""Trap music"")","list(""Columbia Records"", ""Parkwood Entertainment"")","list(""2013"")","list(""323.0"")","list(""Platinum"", ""Gold"")",Beyoncé,Beyoncé,588,2013,Beyoncé
901512,5714dec425ac0d8aee38d04b,5714debb25ac0d8aee34eb20,Here,199,2015-05-01,unknown,english,"list(""Contemporary R&B"")","list(""Def Jam Recordings"")","list(""2014"")","list(""200.0"")",list(),Know-It-All,Alessia Cara,589,2015,unknown
902239,5714decd25ac0d8aee3fd5ea,5714debb25ac0d8aee35a11c,DJ Snake & Lil Jon:Turn Down For What,213,2013-12-18,eng,english,"list(""Trap music"", ""Electronic dance music"")","list(""Columbia Records"")","list(""2013"")","list(""213.0"")","list(""Gold"", ""Silver"", ""Platinum"")",Singles,DJ Snake,590,2013,unknown
908364,5714decd25ac0d8aee4021d6,5714debb25ac0d8aee35a8bc,The Next Episode,161,1999-11-16,unknown,english,"list(""Gangsta rap"", ""West Coast hip hop"")","list(""Interscope Records"", ""Aftermath Entertainment"")","list(""1999"")","list(""161.0"")","list(""Gold"")",2001,Dr. Dre,591,1999,2001
911137,5714dec525ac0d8aee39dbef,5714debb25ac0d8aee3507bf,"Jessie J, Ariana Grande & Nicki Minaj:Bang Bang",199,2014-07-29,unknown,english,"list(""Soul music"", ""Contemporary R&B"", ""Pop music"", ""Hip hop music"")","list(""Lava Records"", ""Republic Records"")","list(""* Metropolis Studios, London  * Conway Studios, Hollywood, CA  * Glenwood Place Studios, Burbank, CA"")","list(""199.0"")","list(""Gold"", ""Platinum"")",My Everything,Ariana Grande,593,2014,unknown
921746,5714dec825ac0d8aee3c3623,5714debb25ac0d8aee354415,Just The Way You Are,220,2010-07-20,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Elektra Records"")",list(),"list(""220.0"")","list(""Platinum"", ""Gold"")",Doo-Wops & Hooligans,Bruno Mars,595,2010,unknown
931150,5714dece25ac0d8aee40feef,5714debb25ac0d8aee35bdf3,'Till I Collapse,297,2007-09-13,unknown,english,"list(""Rap rock"", ""Hardcore hip hop"", ""Hard rock"")","list(""Aftermath Entertainment"", ""Shady Records"", ""Interscope Records"")","list(""2001"")","list(""300.0"")",list(),The Eminem Show,Eminem,596,2007,The Eminem Show
932465,5714decc25ac0d8aee3ee668,5714debb25ac0d8aee3588c1,Hey Mama,192,2014-11-24,unknown,english,"list(""Electro house"", ""Trap music"")","list(""Atlantic Records"", ""Parlophone"")","list(""2014"")","list(""192.0"")","list(""Silver"", ""Platinum"", ""Gold"")",Listen,David Guetta,597,2014,unknown
934708,5714dece25ac0d8aee40fee7,5714debb25ac0d8aee35bdf3,Without Me,290,2007-09-13,eng,english,"list(""Comedy hip hop"")","list(""Shady Records"", ""Interscope Records"", ""Aftermath Entertainment"")","list(""February 2002"")","list(""290.0"")",list(),The Eminem Show,Eminem,598,2007,The Eminem Show
